init,seed,n,n_clusters,d,n_cats,ll,pi,mu,alpha,run_time,delta_alpha,delta_mu,delta_pi
kmeans,9,50,3,3,2,-92.04868281273917,"[[0.95610425 0.95610425 0.95610425]
 [0.0877915  0.95610425 0.25788752]
 [0.70919067 0.95610425 0.48010974]]","[[1 1 2]
 [2 1 1]
 [2 2 1]]",[0.09070422 0.67860413 0.23069165],0.019217967987060547,0.29704471543934563,0.3333333333333333,0.23118097109995317
random,0,50,3,3,3,-133.86444405272152,"[[0.66803841 0.76406036 0.66803841]
 [0.6351166  0.66803841 0.9122085 ]
 [0.25788752 0.89026063 0.3648834 ]]","[[1 2 1]
 [2 2 3]
 [2 1 1]]",[0.28047335 0.47414721 0.24537944],0.06465935707092285,0.10698272538775196,0.2222222222222222,0.14263822409024665
random,1,50,3,3,3,-123.83090040946635,"[[0.33196159 0.81344307 0.76406036]
 [0.95610425 0.33196159 0.25788752]
 [0.33470508 0.48010974 0.95610425]]","[[2 1 1]
 [2 2 1]
 [1 1 1]]",[0.34047916 0.2860116  0.37350924],0.09815001487731934,0.11116790459184962,0.1111111111111111,0.09553663333696767
random,2,50,3,3,3,-146.114598729121,"[[0.10973937 0.18655693 0.51989026]
 [0.74211248 0.76406036 0.51989026]
 [0.33470508 0.59122085 0.33196159]]","[[2 2 1]
 [3 3 1]
 [3 2 2]]",[0.31408944 0.4007095  0.28520106],0.014787912368774414,0.11271078606117231,0.1111111111111111,0.05646519182472493
random,3,50,3,3,3,-155.60549449412935,"[[0.0877915  0.69821674 0.62414266]
 [0.2085048  0.85733882 0.04389575]
 [0.23593964 0.54183813 0.76406036]]","[[1 3 1]
 [1 1 2]
 [2 2 3]]",[0.28341221 0.49494919 0.2216386 ],0.05073094367980957,0.08732678126399529,0.2222222222222222,0.12737358798243012
random,4,50,3,3,3,-150.1281619894023,"[[0.25788752 0.04389575 0.52400549]
 [0.9122085  0.54183813 0.23593964]
 [0.81344307 0.33470508 0.10973937]]","[[2 3 2]
 [2 1 3]
 [3 2 3]]",[0.37260432 0.42416454 0.20323114],0.04990696907043457,0.10460163722989857,0.2222222222222222,0.09995420144227023
random,5,50,3,3,3,-148.0953185177942,"[[0.9122085  0.18655693 0.0877915 ]
 [0.18655693 0.3648834  0.76406036]
 [0.51989026 0.04389575 0.9122085 ]]","[[3 3 3]
 [3 1 2]
 [1 3 3]]",[0.43470471 0.23549363 0.32980166],0.052813053131103516,0.12353683927878771,0.3333333333333333,0.08115747931600434
random,6,50,3,3,3,-120.00027249054736,"[[0.81344307 0.40877915 0.2085048 ]
 [0.89026063 0.74211248 0.74211248]
 [0.89026063 0.6351166  0.10973937]]","[[3 2 1]
 [3 2 3]
 [1 2 3]]",[0.19353642 0.59547233 0.21099125],0.04777383804321289,0.10834831132414752,0.1111111111111111,0.1801871498813013
random,7,50,3,3,3,-119.93830117388421,"[[0.74211248 0.14266118 0.9122085 ]
 [0.85733882 0.43072702 0.04389575]
 [0.85733882 0.59122085 0.33470508]]","[[1 3 3]
 [1 2 3]
 [1 2 3]]",[0.34828647 0.36316006 0.28855347],0.049165964126586914,0.16078747989624592,0.1111111111111111,0.12142408580308676
random,8,50,3,3,3,-128.59801887117712,"[[0.40877915 0.18655693 0.66529492]
 [0.95610425 0.54183813 0.95610425]
 [0.95610425 0.66803841 0.45816187]]","[[1 2 2]
 [2 3 1]
 [1 1 2]]",[0.41654412 0.0882052  0.49525068],0.03560900688171387,0.1095152205810699,0.0,0.07965096873264327
random,9,50,3,3,3,-141.02778354627577,"[[0.95610425 0.6351166  0.51989026]
 [0.95610425 0.54183813 0.25788752]
 [0.89026063 0.59122085 0.25788752]]","[[1 1 3]
 [2 3 2]
 [3 2 3]]",[0.18837476 0.18072976 0.63089548],0.08499693870544434,0.1446955646681307,0.2222222222222222,0.1801435248309313
kmeans,0,50,3,3,3,-139.30169604165127,"[[0.45816187 0.76406036 0.51989026]
 [0.45816187 0.33470508 0.70919067]
 [0.59122085 0.6351166  0.76406036]]","[[1 1 3]
 [1 1 1]
 [2 2 3]]",[0.03850064 0.40552569 0.55597367],0.06751894950866699,0.19808428163458322,0.6666666666666666,0.13689807808925694
kmeans,1,50,3,3,3,-122.62658666053846,"[[0.48010974 0.95610425 0.95610425]
 [0.45816187 0.29080933 0.76406036]
 [0.95610425 0.54183813 0.59122085]]","[[1 1 1]
 [2 1 1]
 [2 2 2]]",[0.27524329 0.58174141 0.1430153 ],0.07557797431945801,0.21866779694965374,0.2222222222222222,0.11033326754941417
kmeans,2,50,3,3,3,-146.86934083827222,"[[0.0877915  0.76406036 0.0877915 ]
 [0.51989026 0.43072702 0.62414266]
 [0.59122085 0.25788752 0.3648834 ]]","[[1 2 1]
 [3 3 1]
 [3 3 2]]",[0.23761297 0.5438341  0.21855293],0.07551193237304688,0.16369509887656186,0.1111111111111111,0.11033890370590248
kmeans,3,50,3,3,3,-156.44783597572615,"[[0.37585734 0.33470508 0.40877915]
 [0.14266118 0.89026063 0.9122085 ]
 [0.23593964 0.51989026 0.0877915 ]]","[[1 1 3]
 [3 3 1]
 [2 1 1]]",[0.44494851 0.16401927 0.39103222],0.04008078575134277,0.17101011006303665,0.4444444444444444,0.13264919885632664
kmeans,4,50,3,3,3,-149.16074844351257,"[[0.54183813 0.23593964 0.23593964]
 [0.95610425 0.9122085  0.81344307]
 [0.9122085  0.37585734 0.15363512]]","[[3 2 2]
 [1 1 2]
 [2 1 3]]",[0.38744855 0.06314052 0.54941093],0.06972622871398926,0.2559389113293978,0.2222222222222222,0.1912512598175179
kmeans,5,50,3,3,3,-148.87791864383536,"[[0.29080933 0.95610425 0.56927298]
 [0.76406036 0.10973937 0.2085048 ]
 [0.9122085  0.2085048  0.81344307]]","[[2 1 3]
 [3 3 2]
 [1 2 3]]",[0.12310799 0.63076813 0.24612388],0.05055999755859375,0.13997949506735372,0.4444444444444444,0.16914854872564364
kmeans,6,50,3,3,3,-119.13982079244764,"[[0.9122085  0.6351166  0.0877915 ]
 [0.95610425 0.33196159 0.95610425]
 [0.81344307 0.69821674 0.6351166 ]]","[[1 2 1]
 [3 1 1]
 [3 2 3]]",[0.18989212 0.06038664 0.74972124],0.018381118774414062,0.3504685505632296,0.4444444444444444,0.18994176045895717
kmeans,7,50,3,3,3,-119.68372357837106,"[[0.85733882 0.23593964 0.95610425]
 [0.81344307 0.48010974 0.0877915 ]
 [0.59122085 0.95610425 0.95610425]]","[[1 2 3]
 [1 2 1]
 [1 3 3]]",[0.41431509 0.51521319 0.07047173],0.03273606300354004,0.12625173914388893,0.2222222222222222,0.11061810547004292
kmeans,8,50,3,3,3,-128.85535262226003,"[[0.95610425 0.95610425 0.45816187]
 [0.54183813 0.18655693 0.6351166 ]
 [0.95610425 0.56927298 0.95610425]]","[[1 1 2]
 [1 2 2]
 [2 3 1]]",[0.34779562 0.56614543 0.08605895],0.05407285690307617,0.3270136050420445,0.4444444444444444,0.11840600403217261
kmeans,9,50,3,3,3,-146.35044876008044,"[[0.56927298 0.48010974 0.37585734]
 [0.95610425 0.9122085  0.40877915]
 [0.40877915 0.40877915 0.0877915 ]]","[[3 2 3]
 [1 1 3]
 [3 2 1]]",[0.63689928 0.12287961 0.24022111],0.0263519287109375,0.2098075412825371,0.3333333333333333,0.18805987092247484
random,0,50,3,5,2,-145.25507795643634,"[[0.48010974 0.6351166  0.95610425 0.95610425 0.95610425]
 [0.33470508 0.84636488 0.29080933 0.76406036 0.33196159]
 [0.95610425 0.04389575 0.70919067 0.29080933 0.56927298]]","[[1 2 2 1 2]
 [2 2 2 2 2]
 [2 2 1 2 1]]",[0.18209128 0.35427813 0.4636306 ],0.04536604881286621,0.03559688153622166,0.1,0.0744044803944449
random,1,50,3,5,2,-136.78418967776946,"[[0.9122085  0.95610425 0.18655693 0.14266118 0.29080933]
 [0.30178326 0.40877915 0.81344307 0.95610425 0.29080933]
 [0.43072702 0.89026063 0.9122085  0.74211248 0.66803841]]","[[2 2 1 2 1]
 [2 1 2 2 2]
 [1 2 1 2 2]]",[0.24049068 0.30426418 0.45524515],0.04290413856506348,0.07104655060262552,0.2,0.10726024216082282
random,2,50,3,5,2,-137.63139574732924,"[[0.43072702 0.59122085 0.95610425 0.70919067 0.18655693]
 [0.9122085  0.9122085  0.43072702 0.40877915 0.9122085 ]
 [0.66803841 0.15363512 0.95610425 0.40877915 0.45816187]]","[[2 2 2 1 1]
 [2 1 2 2 2]
 [1 1 2 2 2]]",[0.25391675 0.21057325 0.53551   ],0.04449295997619629,0.04289877077987447,0.1,0.10327633017100116
random,3,50,3,5,2,-145.42842668289214,"[[0.95610425 0.15363512 0.2085048  0.43072702 0.6351166 ]
 [0.59122085 0.10973937 0.10973937 0.48010974 0.76406036]
 [0.76406036 0.30178326 0.62414266 0.9122085  0.18655693]]","[[1 2 2 2 1]
 [2 1 1 2 2]
 [1 1 2 2 2]]",[0.41023333 0.18389133 0.40587534],0.1139230728149414,0.09014998293803192,0.2,0.132439646050389
random,4,50,3,5,2,-132.48517753203458,"[[0.70919067 0.85733882 0.74211248 0.04389575 0.95610425]
 [0.2085048  0.18655693 0.9122085  0.81344307 0.66803841]
 [0.56927298 0.40877915 0.9122085  0.74211248 0.25788752]]","[[1 1 2 1 2]
 [1 2 1 1 2]
 [1 1 2 1 1]]",[0.56470925 0.22707819 0.20821255],0.0636301040649414,0.019629969182350195,0.2,0.07633196622167215
random,5,50,3,5,2,-145.15178993962743,"[[0.48010974 0.3648834  0.43072702 0.23593964 0.9122085 ]
 [0.48010974 0.95610425 0.10973937 0.25788752 0.81344307]
 [0.9122085  0.54183813 0.40877915 0.81344307 0.04389575]]","[[2 1 2 2 1]
 [1 1 2 2 2]
 [2 1 2 1 1]]",[0.19512616 0.27664368 0.52823016],0.041848182678222656,0.07790178924390939,0.1,0.08358320174564808
random,6,50,3,5,2,-146.61206295844394,"[[0.95610425 0.23593964 0.81344307 0.95610425 0.66529492]
 [0.0877915  0.14266118 0.95610425 0.95610425 0.51989026]
 [0.51989026 0.89026063 0.66529492 0.59122085 0.2085048 ]]","[[1 2 2 1 1]
 [2 1 1 1 1]
 [2 2 2 2 2]]",[0.17260703 0.4048437  0.42254926],0.03186321258544922,0.044024010456622326,0.1,0.07363437264674763
random,7,50,3,5,2,-138.333899135855,"[[0.2085048  0.14266118 0.40877915 0.95610425 0.48010974]
 [0.25788752 0.9122085  0.76406036 0.95610425 0.33470508]
 [0.76406036 0.59122085 0.84636488 0.23593964 0.89026063]]","[[2 1 2 1 1]
 [2 2 2 1 2]
 [1 2 1 2 1]]",[0.23876158 0.31759291 0.44364551],0.03679633140563965,0.058909049518107784,0.1,0.06932659810357952
random,8,50,3,5,2,-134.74975424881973,"[[0.04389575 0.69821674 0.95610425 0.04389575 0.89026063]
 [0.84636488 0.95610425 0.9122085  0.37585734 0.33196159]
 [0.89026063 0.29080933 0.85733882 0.10973937 0.74211248]]","[[2 1 2 1 2]
 [1 1 1 1 2]
 [1 2 2 1 2]]",[0.39698762 0.30338911 0.29962327],0.08124494552612305,0.07081877936094702,0.1,0.151070472601704
random,9,50,3,5,2,-147.2391224389385,"[[0.33470508 0.14266118 0.0877915  0.59122085 0.40877915]
 [0.51989026 0.95610425 0.89026063 0.2085048  0.15363512]
 [0.66803841 0.14266118 0.95610425 0.66803841 0.95610425]]","[[1 1 2 2 1]
 [1 2 1 2 2]
 [1 1 2 1 1]]",[0.23158324 0.46849215 0.29992462],0.025819778442382812,0.0511063786324773,0.1,0.06936283278810902
kmeans,0,50,3,5,2,-147.42578047541306,"[[0.95610425 0.66803841 0.9122085  0.37585734 0.43072702]
 [0.66803841 0.25788752 0.76406036 0.45816187 0.40877915]
 [0.95610425 0.74211248 0.95610425 0.74211248 0.95610425]]","[[2 2 2 2 2]
 [2 2 1 2 1]
 [1 2 2 1 2]]",[0.26066294 0.57847758 0.16085948],0.05304408073425293,0.08995703603432247,0.2,0.1575335063030216
kmeans,1,50,3,5,2,-137.6053424993488,"[[0.95610425 0.95610425 0.23593964 0.95610425 0.10973937]
 [0.37585734 0.14266118 0.74211248 0.95610425 0.14266118]
 [0.23593964 0.95610425 0.9122085  0.76406036 0.54183813]]","[[2 2 1 1 1]
 [2 1 2 2 2]
 [1 2 1 2 2]]",[0.09870009 0.39290739 0.50839252],0.03322911262512207,0.03107001578531642,0.2,0.09902717883696524
kmeans,2,50,3,5,2,-137.83506215869664,"[[0.9122085  0.95610425 0.43072702 0.45816187 0.95610425]
 [0.9122085  0.25788752 0.95610425 0.6351166  0.59122085]
 [0.10973937 0.33470508 0.95610425 0.33196159 0.04389575]]","[[2 1 2 2 2]
 [1 1 2 2 2]
 [2 2 2 1 2]]",[0.20248449 0.31722783 0.48028768],0.05313897132873535,0.05746001125920926,0.3,0.1503473760243803
kmeans,3,50,3,5,2,-144.5728021373353,"[[0.95610425 0.0877915  0.40877915 0.59122085 0.59122085]
 [0.04389575 0.9122085  0.6351166  0.45816187 0.95610425]
 [0.2085048  0.95610425 0.04389575 0.81344307 0.45816187]]","[[1 2 2 2 1]
 [1 2 2 2 2]
 [1 1 2 2 2]]",[0.54661344 0.16618483 0.28720173],0.08861827850341797,0.14470202564892343,0.3,0.1645040681828326
kmeans,4,50,3,5,2,-131.99054270185331,"[[0.81344307 0.62414266 0.95610425 0.95610425 0.45816187]
 [0.48010974 0.76406036 0.66803841 0.95610425 0.89026063]
 [0.18655693 0.04389575 0.95610425 0.95610425 0.66803841]]","[[1 1 2 1 2]
 [1 1 2 2 2]
 [1 2 1 1 2]]",[0.44659197 0.31218493 0.24122309],0.008589029312133789,0.027616942988276893,0.3,0.20321811162633607
kmeans,5,50,3,5,2,-148.2615067174578,"[[0.04389575 0.7914952  0.30178326 0.95610425 0.0877915 ]
 [0.7914952  0.43072702 0.33196159 0.95610425 0.25788752]
 [0.15363512 0.95610425 0.33470508 0.95610425 0.89026063]]","[[2 1 2 2 2]
 [2 1 2 1 1]
 [2 1 2 1 2]]",[0.32816286 0.51319226 0.15864488],0.03566622734069824,0.1266841683270739,0.2,0.17461533374270471
kmeans,6,50,3,5,2,-146.7376157900872,"[[0.43072702 0.9122085  0.66529492 0.48010974 0.2085048 ]
 [0.95610425 0.18655693 0.18655693 0.95610425 0.69821674]
 [0.95610425 0.0877915  0.95610425 0.95610425 0.43072702]]","[[2 2 2 2 2]
 [1 1 1 1 1]
 [2 2 1 1 1]]",[0.44952353 0.33414776 0.21632871],0.030467748641967773,0.07894090993089903,0.2,0.11956058421290158
kmeans,7,50,3,5,2,-140.01938053903686,"[[0.18655693 0.33470508 0.0877915  0.95610425 0.95610425]
 [0.29080933 0.74211248 0.59122085 0.95610425 0.95610425]
 [0.74211248 0.59122085 0.89026063 0.95610425 0.85733882]]","[[1 2 2 1 1]
 [2 2 2 1 2]
 [1 2 1 2 1]]",[0.44746669 0.27608831 0.276445  ],0.010688066482543945,0.14239109163460525,0.1,0.12414405532212411
kmeans,8,50,3,5,2,-134.84478276706784,"[[0.33470508 0.25788752 0.95610425 0.04389575 0.81344307]
 [0.59122085 0.95610425 0.95610425 0.59122085 0.9122085 ]
 [0.95610425 0.81344307 0.66529492 0.25788752 0.95610425]]","[[1 1 2 1 2]
 [1 1 1 1 1]
 [1 1 1 1 2]]",[0.64823787 0.10003371 0.25172842],0.04481220245361328,0.12909395643692292,0.2,0.1511671629344622
kmeans,9,50,3,5,2,-145.0901123313665,"[[0.95610425 0.04389575 0.84636488 0.43072702 0.76406036]
 [0.9122085  0.62414266 0.70919067 0.25788752 0.95610425]
 [0.51989026 0.7914952  0.95610425 0.29080933 0.15363512]]","[[1 2 2 1 1]
 [2 1 2 2 1]
 [1 2 1 2 2]]",[0.35905396 0.11423673 0.5267093 ],0.05058002471923828,0.12635734840374319,0.3,0.16214410404068746
random,0,50,3,5,3,-204.45296748002247,"[[0.40877915 0.95610425 0.33470508 0.29080933 0.18655693]
 [0.95610425 0.74211248 0.7914952  0.95610425 0.85733882]
 [0.10973937 0.95610425 0.29080933 0.66803841 0.48010974]]","[[1 2 1 3 2]
 [3 1 3 1 1]
 [1 3 2 3 2]]",[0.46576326 0.37744919 0.15678754],0.05472993850708008,0.040017716756259515,0.06666666666666667,0.04229932077873042
random,1,50,3,5,3,-176.0281271995132,"[[0.69821674 0.95610425 0.43072702 0.89026063 0.14266118]
 [0.95610425 0.40877915 0.3648834  0.95610425 0.95610425]
 [0.25788752 0.95610425 0.37585734 0.95610425 0.66803841]]","[[2 1 1 2 1]
 [2 1 3 2 2]
 [1 3 1 3 1]]",[0.82740752 0.09139146 0.08120102],0.15383315086364746,0.020308885878916223,0.13333333333333333,0.07383440097342561
random,2,50,3,5,3,-225.16761700440446,"[[0.48010974 0.54183813 0.89026063 0.95610425 0.7914952 ]
 [0.76406036 0.14266118 0.70919067 0.45816187 0.40877915]
 [0.3648834  0.54183813 0.95610425 0.3648834  0.29080933]]","[[1 1 1 3 3]
 [1 2 2 2 3]
 [1 3 1 2 2]]",[0.25503219 0.45447756 0.29049024],0.07203102111816406,0.0640827279779255,0.26666666666666666,0.05567280894682781
random,3,50,3,5,3,-206.7751894272796,"[[0.76406036 0.10973937 0.45816187 0.7914952  0.25788752]
 [0.59122085 0.95610425 0.95610425 0.9122085  0.33196159]
 [0.33470508 0.45816187 0.45816187 0.33470508 0.95610425]]","[[3 1 2 1 2]
 [1 2 2 3 2]
 [2 1 2 3 1]]",[0.32449114 0.44248356 0.2330253 ],0.0754079818725586,0.036993991248703374,0.13333333333333333,0.04647619473101645
random,4,50,3,5,3,-212.49660285698997,"[[0.9122085  0.10973937 0.95610425 0.95610425 0.48010974]
 [0.59122085 0.18655693 0.14266118 0.2085048  0.95610425]
 [0.37585734 0.95610425 0.81344307 0.9122085  0.3648834 ]]","[[3 1 2 2 1]
 [1 2 2 3 1]
 [1 3 2 1 1]]",[0.09790792 0.67761321 0.22447887],0.05220198631286621,0.0137804662822348,0.2,0.0339022795801652
random,5,50,3,5,3,-211.7289536075153,"[[0.69821674 0.85733882 0.48010974 0.74211248 0.2085048 ]
 [0.0877915  0.43072702 0.95610425 0.37585734 0.70919067]
 [0.95610425 0.30178326 0.56927298 0.95610425 0.95610425]]","[[3 2 3 3 2]
 [2 1 1 3 1]
 [3 3 1 2 2]]",[0.47350371 0.36404792 0.16244837],0.052308082580566406,0.0413916642700397,0.13333333333333333,0.05277869721167859
random,6,50,3,5,3,-192.52249990216004,"[[0.95610425 0.69821674 0.89026063 0.66803841 0.33470508]
 [0.74211248 0.95610425 0.56927298 0.48010974 0.85733882]
 [0.54183813 0.62414266 0.37585734 0.54183813 0.30178326]]","[[3 2 1 3 2]
 [3 1 3 2 2]
 [1 2 3 2 3]]",[0.18487336 0.67087487 0.14425177],0.05778694152832031,0.08648167256182433,0.13333333333333333,0.05496963515771817
random,7,50,3,5,3,-231.66443561743424,"[[0.76406036 0.30178326 0.33196159 0.54183813 0.95610425]
 [0.23593964 0.74211248 0.76406036 0.0877915  0.40877915]
 [0.95610425 0.48010974 0.18655693 0.81344307 0.0877915 ]]","[[1 2 3 1 2]
 [2 1 2 1 3]
 [3 1 3 1 3]]",[0.23664534 0.39418361 0.36917104],0.04155302047729492,0.013104467042606077,0.13333333333333333,0.053006926619292
random,8,50,3,5,3,-225.05137884532255,"[[0.54183813 0.89026063 0.66529492 0.69821674 0.95610425]
 [0.69821674 0.51989026 0.95610425 0.33470508 0.10973937]
 [0.0877915  0.95610425 0.30178326 0.43072702 0.10973937]]","[[1 2 2 2 3]
 [1 1 1 2 3]
 [3 2 3 1 3]]",[0.2066703  0.22814937 0.56518033],0.05201101303100586,0.023305282185110254,0.13333333333333333,0.040297076014975335
random,9,50,3,5,3,-219.18032050172823,"[[0.29080933 0.30178326 0.74211248 0.2085048  0.48010974]
 [0.95610425 0.45816187 0.43072702 0.3648834  0.95610425]
 [0.66529492 0.95610425 0.62414266 0.48010974 0.48010974]]","[[3 1 3 2 3]
 [1 3 2 2 3]
 [1 1 3 2 1]]",[0.30282358 0.24898526 0.44819117],0.03044891357421875,0.033848388581090176,0.0,0.04847425709844632
kmeans,0,50,3,5,3,-201.27276757475084,"[[0.70919067 0.81344307 0.69821674 0.95610425 0.04389575]
 [0.95610425 0.69821674 0.7914952  0.95610425 0.85733882]
 [0.51989026 0.56927298 0.45816187 0.62414266 0.33470508]]","[[2 2 2 2 2]
 [3 1 3 1 1]
 [1 2 1 3 2]]",[0.16517221 0.37882428 0.45600351],0.07435202598571777,0.13479851235128626,0.13333333333333333,0.06970567107336254
kmeans,1,50,3,5,3,-177.93049440761553,"[[0.25788752 0.95610425 0.37585734 0.95610425 0.66803841]
 [0.76406036 0.95610425 0.54183813 0.89026063 0.0877915 ]
 [0.66529492 0.76406036 0.25788752 0.9122085  0.40877915]]","[[1 3 1 3 1]
 [2 1 1 2 2]
 [2 1 3 2 1]]",[0.08122877 0.67206363 0.2467076 ],0.08922791481018066,0.31878038648625495,0.26666666666666666,0.08123805414955651
kmeans,2,50,3,5,3,-225.1625143533111,"[[0.3648834  0.51989026 0.95610425 0.37585734 0.29080933]
 [0.52400549 0.56927298 0.84636488 0.95610425 0.81344307]
 [0.76406036 0.18655693 0.70919067 0.45816187 0.40877915]]","[[1 3 1 2 2]
 [1 1 1 3 3]
 [1 2 2 2 3]]",[0.29789242 0.25433755 0.44777002],0.12580609321594238,0.034254004745445175,0.26666666666666666,0.10673903778652631
kmeans,3,50,3,5,3,-206.50711633868067,"[[0.74211248 0.0877915  0.43072702 0.89026063 0.33196159]
 [0.54183813 0.95610425 0.95610425 0.9122085  0.33470508]
 [0.33470508 0.48010974 0.43072702 0.23593964 0.95610425]]","[[3 1 2 1 2]
 [1 2 2 3 2]
 [3 1 2 3 1]]",[0.2893666  0.45592434 0.25470905],0.041916847229003906,0.04960832471515998,0.13333333333333333,0.05167358989846284
kmeans,4,50,3,5,3,-214.6910542521259,"[[0.3648834  0.95610425 0.81344307 0.9122085  0.3648834 ]
 [0.18655693 0.25788752 0.59122085 0.59122085 0.84636488]
 [0.66803841 0.04389575 0.3648834  0.43072702 0.95610425]]","[[1 3 2 1 1]
 [1 2 2 2 1]
 [1 3 3 3 1]]",[0.22688441 0.3884768  0.38463879],0.5976488590240479,0.12943503019070324,0.26666666666666666,0.1274934770974419
kmeans,5,50,3,5,3,-220.01990935043418,"[[0.56927298 0.3648834  0.9122085  0.25788752 0.33470508]
 [0.74211248 0.76406036 0.62414266 0.59122085 0.37585734]
 [0.30178326 0.95610425 0.95610425 0.37585734 0.69821674]]","[[3 2 1 3 1]
 [3 2 3 3 2]
 [1 1 1 3 1]]",[0.37940496 0.44661021 0.17398482],0.04845309257507324,0.023506003891038053,0.26666666666666666,0.13607185944072409
kmeans,6,50,3,5,3,-192.69542188758612,"[[0.95610425 0.85733882 0.43072702 0.66803841 0.70919067]
 [0.84636488 0.59122085 0.95610425 0.54183813 0.23593964]
 [0.69821674 0.89026063 0.59122085 0.45816187 0.81344307]]","[[1 2 3 2 3]
 [3 2 1 3 2]
 [3 1 3 2 2]]",[0.09024096 0.19806734 0.7116917 ],0.036208152770996094,0.2539177028954089,0.26666666666666666,0.08775488704681433
kmeans,7,50,3,5,3,-231.69969790167264,"[[0.2085048  0.74211248 0.74211248 0.0877915  0.3648834 ]
 [0.95610425 0.48010974 0.2085048  0.85733882 0.10973937]
 [0.76406036 0.30178326 0.33196159 0.56927298 0.95610425]]","[[2 1 2 1 3]
 [3 1 3 1 3]
 [1 2 3 1 2]]",[0.40675074 0.35972121 0.23352804],0.19033503532409668,0.054937693439692216,0.2,0.12389696539373117
kmeans,8,50,3,5,3,-227.04094008642537,"[[0.25788752 0.95610425 0.89026063 0.2085048  0.10973937]
 [0.76406036 0.95610425 0.95610425 0.89026063 0.33470508]
 [0.6351166  0.40877915 0.45816187 0.40877915 0.37585734]]","[[1 2 3 1 3]
 [3 2 2 1 3]
 [1 2 1 2 3]]",[0.27821061 0.21235775 0.50943163],0.16474103927612305,0.051921409304513624,0.26666666666666666,0.11025592375160086
kmeans,9,50,3,5,3,-218.8308052854089,"[[0.6351166  0.95610425 0.66803841 0.51989026 0.40877915]
 [0.40877915 0.18655693 0.74211248 0.25788752 0.43072702]
 [0.95610425 0.43072702 0.40877915 0.40877915 0.95610425]]","[[1 1 3 2 1]
 [3 1 3 1 3]
 [1 3 2 2 3]]",[0.49222141 0.24573781 0.26204078],0.05786299705505371,0.06419576651547247,0.26666666666666666,0.09926807577316203
random,0,50,5,3,2,-91.77610020709928,"[[0.89026063 0.45816187 0.40877915]
 [0.76406036 0.6351166  0.23593964]
 [0.81344307 0.76406036 0.84636488]
 [0.40877915 0.95610425 0.04389575]
 [0.10973937 0.40877915 0.33470508]]","[[2 2 2]
 [1 2 2]
 [1 2 1]
 [2 2 1]
 [2 2 2]]",[0.22025692 0.17006634 0.21071719 0.20595078 0.19300876],0.02764105796813965,0.05311721421158924,0.5,0.2841962026134447
random,1,50,5,3,2,-84.5854668378079,"[[0.76406036 0.81344307 0.84636488]
 [0.29080933 0.81344307 0.54183813]
 [0.18655693 0.54183813 0.9122085 ]
 [0.25788752 0.25788752 0.95610425]
 [0.56927298 0.7914952  0.76406036]]","[[1 2 2]
 [1 2 2]
 [2 2 2]
 [1 1 2]
 [2 2 1]]",[0.2413421  0.20070999 0.20907397 0.1848713  0.16400264],0.025043964385986328,0.16476898106335147,0.3333333333333333,0.11112514494817409
random,2,50,5,3,2,-98.74215033002437,"[[0.43072702 0.59122085 0.6351166 ]
 [0.85733882 0.51989026 0.15363512]
 [0.84636488 0.76406036 0.23593964]
 [0.43072702 0.54183813 0.25788752]
 [0.95610425 0.0877915  0.62414266]]","[[1 2 2]
 [1 1 2]
 [1 2 1]
 [2 1 2]
 [2 1 2]]",[0.22104183 0.19714333 0.26429994 0.17757833 0.13993657],0.2540557384490967,0.1530702315640722,0.16666666666666666,0.1311733504687909
random,3,50,5,3,2,-89.50045570570902,"[[0.33196159 0.10973937 0.81344307]
 [0.54183813 0.76406036 0.40877915]
 [0.7914952  0.84636488 0.95610425]
 [0.9122085  0.95610425 0.95610425]
 [0.9122085  0.74211248 0.59122085]]","[[1 2 2]
 [1 1 1]
 [1 2 2]
 [2 1 2]
 [2 2 1]]",[0.15454195 0.14955091 0.2927923  0.26575249 0.13736234],0.027351856231689453,0.05605671582779786,0.16666666666666666,0.237325015353685
random,4,50,5,3,2,-95.10699358924275,"[[0.43072702 0.84636488 0.37585734]
 [0.76406036 0.43072702 0.76406036]
 [0.89026063 0.89026063 0.89026063]
 [0.40877915 0.33196159 0.54183813]
 [0.59122085 0.89026063 0.81344307]]","[[1 1 2]
 [1 2 2]
 [2 2 1]
 [2 2 1]
 [2 1 2]]",[0.35868454 0.20962704 0.14176115 0.08711406 0.2028132 ],0.047061920166015625,0.11564451471780303,0.5,0.28938509226055203
random,5,50,5,3,2,-96.94237186847893,"[[0.18655693 0.89026063 0.66529492]
 [0.66803841 0.56927298 0.43072702]
 [0.81344307 0.69821674 0.48010974]
 [0.23593964 0.95610425 0.81344307]
 [0.9122085  0.9122085  0.48010974]]","[[2 2 2]
 [2 1 2]
 [1 2 1]
 [1 1 2]
 [2 1 1]]",[0.17988393 0.1909033  0.17973642 0.19593359 0.25354277],0.0496368408203125,0.10265156251841939,0.3333333333333333,0.22707085655535852
